word,list_of_urls
israelites,"[['https://www.cfcindia.org/wftw/the-influence-of-one-man-0', 16.942164798534165, 4], ['https://www.cfcindia.org/wftw/draw-from-the-bank-of-heaven', 9.607455409578696, 2], ['https://www.cfcindia.org/wftw/the-power-of-gods-word', 14.019372808083984, 2], ['https://www.cfcindia.org/wftw/the-majority-is-usually-wrong', 7.398839035045828, 5], ['https://www.cfcindia.org/wftw/the-majority-is-usually-wrong', 9.277183613362944, 5], ['https://www.cfcindia.org/wftw/three-lessons-from-deuteronomy', 8.103978538733802, 1], ['https://www.cfcindia.org/wftw/god-honoured-phinehas-for-his-zeal', 9.206836990380166, 2], ['https://www.cfcindia.org/wftw/characteristics-of-the-spiritfilled-life', 9.76870332100719, 1], ['https://www.cfcindia.org/wftw/the-covering-of-reproach-on-the-church', 9.359581280381363, 1], ['https://www.cfcindia.org/wftw/speak-the-language-of-faith', 7.59301464620772, 5], ['https://www.cfcindia.org/wftw/the-piercing-word-of-god', 8.671995437171605, 2], ['https://www.cfcindia.org/wftw/god-needs-faithful-men', 14.262924311034586, 1], ['https://www.cfcindia.org/wftw/holiness-and-health', 9.005570216389504, 3], ['https://www.cfcindia.org/wftw/the-holy-spirit-transforms-us-from-glory-to-glory', 9.570352018579602, 1], ['https://www.cfcindia.org/wftw/the-difference-between-the-old-man-and-the-flesh-9', 16.28516899599195, 2], ['https://www.cfcindia.org/wftw/the-difference-between-the-old-man-and-the-flesh-9', 16.94216479853416, 2], ['https://www.cfcindia.org/wftw/the-difference-between-the-old-man-and-the-flesh-9', 10.156978116207874, 2], ['https://www.cfcindia.org/wftw/spiritual-blessings-in-the-heavenlies', 9.248503726698804, 3], ['https://www.cfcindia.org/wftw/leadership-qualities-of-nehemiah', 9.3966060185805, 1], ['https://www.cfcindia.org/wftw/a-new-attitude-of-mind-giving-our-maximum-to-the-lord', 16.942164798534165, 1], ['https://www.cfcindia.org/wftw/ministry-of-ezra-and-nehemiah', 5.751143646544081, 3], ['https://www.cfcindia.org/wftw/overcoming-satan-through-praise', 8.176050496868426, 1], ['https://www.cfcindia.org/wftw/jesus-has-done-all-things-well', 9.663920112035003, 1], ['https://www.cfcindia.org/wftw/god-is-dependent-on-broken-men-for-his-work-on-earth', 8.335649436494732, 5], ['https://www.cfcindia.org/wftw/god-turns-the-table-on-satan-0', 11.902288022189158, 2], ['https://www.cfcindia.org/wftw/god-turns-the-table-on-satan-0', 8.007603178974207, 2], ['https://www.cfcindia.org/wftw/learn-to-discern-between-spirituality-and-religiosity', 10.887296297230197, 1], ['https://www.cfcindia.org/wftw/the-difference-between-the-old-man-and-the-flesh', 16.94216479853416, 2], ['https://www.cfcindia.org/wftw/the-danger-of-doing-what-is-right-in-your-own-eyes', 11.441078396877444, 3], ['https://www.cfcindia.org/wftw/destroy-satans-fortresses-in-your-mind', 11.464014820455484, 1], ['https://www.cfcindia.org/wftw/destroy-satans-fortresses-in-your-mind', 12.332243084253316, 1], ['https://www.cfcindia.org/wftw/god-waits-for-mans-sin-to-become-ripe-for-judgment', 10.857647387314529, 1], ['https://www.cfcindia.org/wftw/the-great-need-for-good-leaders', 9.691195370775084, 1], ['https://www.cfcindia.org/wftw/recognise-that-you-are-not-indispensable', 9.427197701759921, 1], ['https://www.cfcindia.org/wftw/pride-is-more-dangerous-than-adultery', 9.335399941174785, 1], ['https://www.cfcindia.org/wftw/submit-to-gods-training', 10.225140369469052, 2], ['https://www.cfcindia.org/wftw/submit-to-gods-training', 16.289603723739432, 2], ['https://www.cfcindia.org/wftw/what-can-the-lord-get-out-of-the-one-earthly-life-that-i-have', 8.06341766736746, 1], ['https://www.cfcindia.org/wftw/salvation-by-faith-and-not-by-works', 9.790485092526756, 5], ['https://www.cfcindia.org/wftw/it-is-dangerous-to-follow-the-majority', 7.689292105125548, 6], ['https://www.cfcindia.org/wftw/power-with-god-and-power-with-men-0', 14.933973872252748, 1], ['https://www.cfcindia.org/wftw/thy-kingdom-come', 9.071549864084874, 1], ['https://www.cfcindia.org/wftw/our-new-testament-privilege', 9.308963961183292, 1], ['https://www.cfcindia.org/wftw/you-need-not-be-a-backslider', 9.152738105519683, 1], ['https://www.cfcindia.org/wftw/all-of-gods-commandments-are-for-our-good', 11.824679539854108, 1], ['https://www.cfcindia.org/wftw/beware-of-missing-gods-plan-for-your-life', 8.971121353456986, 1], ['https://www.cfcindia.org/wftw/a-cherub-with-a-sword', 9.739081662166187, 2], ['https://www.cfcindia.org/wftw/overcome-sin-first-in-your-private-life', 11.608199695537836, 1], ['https://www.cfcindia.org/wftw/the-lord-longs-to-support-the-wholehearted-disciples', 8.767684696136332, 1], ['https://www.cfcindia.org/wftw/discerning-between-gods-approval-and-gods-blessing', 12.041393034143775, 1], ['https://www.cfcindia.org/wftw/praising-the-lord-in-faith', 12.50240162959923, 1], ['https://www.cfcindia.org/wftw/warnings-from-the-failures-of-others', 8.681111782695618, 2], ['https://www.cfcindia.org/wftw/confidence-in-gods-love', 10.575935357828348, 2], ['https://www.cfcindia.org/wftw/learn-to-identify-those-whom-god-supports', 7.7253135899688505, 7], ['https://www.cfcindia.org/wftw/obadiah-pride-and-its-results', 9.613191498610565, 1], ['https://www.cfcindia.org/wftw/victory-in-private-and-in-public', 10.178927270864447, 1], ['https://www.cfcindia.org/wftw/revival', 10.445285084988477, 3], ['https://www.cfcindia.org/wftw/jesus-became-sin-in-order-to-make-us-righteous', 8.983993422486924, 1], ['https://www.cfcindia.org/wftw/examples-of-three-faithful-men', 13.246488077755467, 6], ['https://www.cfcindia.org/wftw/examples-of-three-faithful-men', 12.044271574500492, 6], ['https://www.cfcindia.org/wftw/the-man-god-finally-found', 9.686920699409034, 1], ['https://www.cfcindia.org/wftw/obedience-sufferingpart-of-our-syllabus-in-spiritual-education', 11.824679539854108, 1], ['https://www.cfcindia.org/wftw/shibboleths-among-believers', 9.61892556189872, 1], ['https://www.cfcindia.org/wftw/freedom-from-fear-0', 0, 2], ['https://www.cfcindia.org/wftw/the-selfcentered-persons-attitude-to-god', 10.467603078404819, 1], ['https://www.cfcindia.org/wftw/gods-dealings-are-all-in-love', 10.83518569541027, 1], ['https://www.cfcindia.org/wftw/the-importance-of-total-obedience', 12.658750639555171, 1], ['https://www.cfcindia.org/wftw/the-influence-of-one-man-noah-joshua', 10.939921509817204, 2], ['https://www.cfcindia.org/wftw/men-with-a-burden-and-a-concern', 8.721110026830855, 2], ['https://www.cfcindia.org/wftw/salvation-from-selfcentredness', 17.895540729340645, 1], ['https://www.cfcindia.org/wftw/we-do-not-struggle-against-flesh-and-blood', 10.095951886468603, 1]]"
anger,"[['https://www.cfcindia.org/wftw/entering-the-life-of-victory-10', 10.681241357888233, 1], ['https://www.cfcindia.org/wftw/tips-to-overcome-sin', 11.070775534407419, 1], ['https://www.cfcindia.org/wftw/overcoming-impure-thoughts', 11.624341436303645, 1], ['https://www.cfcindia.org/wftw/some-steps-to-the-abundant-life', 11.622676072163651, 1], ['https://www.cfcindia.org/wftw/lifes-biggest-problem', 11.728036334142606, 1], ['https://www.cfcindia.org/wftw/rebellion-against-god', 10.894867885859181, 1], ['https://www.cfcindia.org/wftw/entering-the-life-of-victory', 10.831861628999668, 1], ['https://www.cfcindia.org/wftw/the-danger-of-using-our-human-reasoning-in-gods-work', 11.378366013930014, 1], ['https://www.cfcindia.org/wftw/a-new-attitude-of-mind-giving-our-maximum-to-the-lord', 11.375107954598091, 1], ['https://www.cfcindia.org/wftw/make-it-your-ambition-to-please-the-lord', 10.821105242445526, 2], ['https://www.cfcindia.org/wftw/moses-manifested-the-spirit-of-christ', 12.1072179239346, 1], ['https://www.cfcindia.org/wftw/three-challenging-psalms', 10.43801532816719, 3], ['https://www.cfcindia.org/wftw/a-new-song-by-the-overcomers', 10.89967910906463, 1], ['https://www.cfcindia.org/wftw/a-life-of-victory', 10.51549248796131, 1], ['https://www.cfcindia.org/wftw/the-importance-of-inward-cleansing', 9.835246275151798, 1], ['https://www.cfcindia.org/wftw/avoiding-hasty-actions', 12.4817411614859, 1], ['https://www.cfcindia.org/wftw/gods-first-messages-to-man-part-3', 10.91822077854723, 2], ['https://www.cfcindia.org/wftw/it-is-dangerous-to-follow-the-majority', 10.533634943258901, 1], ['https://www.cfcindia.org/wftw/understand-gods-heart-against-sin', 15.999200945649712, 8], ['https://www.cfcindia.org/wftw/deception-through-false-signs-and-wonders', 10.368204029001493, 1], ['https://www.cfcindia.org/wftw/claim-your-inheritance-by-faith', 10.69873553487551, 1], ['https://www.cfcindia.org/wftw/a-cherub-with-a-sword', 11.803562093843512, 1], ['https://www.cfcindia.org/wftw/deception-and-counterfeit-revival', 11.170215036047564, 1], ['https://www.cfcindia.org/wftw/characteristics-of-the-antichrist-man-of-sin-series-1', 11.532551715093394, 1], ['https://www.cfcindia.org/wftw/beware-of-jealousy-anger-and-suspicion', 10.463215596935585, 3], ['https://www.cfcindia.org/wftw/jesus-tempted-as-we-are-1', 11.462020239139395, 1], ['https://www.cfcindia.org/wftw/david-recovered-all', 11.537168672332488, 1], ['https://www.cfcindia.org/wftw/overcoming-the-opposition-from-the-enemy', 11.453675326524042, 1], ['https://www.cfcindia.org/wftw/a-song-of-praise', 10.047165122171764, 1], ['https://www.cfcindia.org/wftw/learn-to-identify-those-whom-god-supports', 11.07168529503229, 1], ['https://www.cfcindia.org/wftw/fourth-requirement-for-spiritual-progressthe-way-of-the-cross', 15.99570095220303, 1], ['https://www.cfcindia.org/wftw/true-spirituality', 11.117360893651256, 1], ['https://www.cfcindia.org/wftw/perfect-security', 10.51682529269979, 1], ['https://www.cfcindia.org/wftw/the-daily-sacrifice', 11.795548955340976, 1], ['https://www.cfcindia.org/wftw/taking-gods-word-seriously', 11.007145879902456, 1], ['https://www.cfcindia.org/article/religiosity-or-spirituality', 11.040996070449848, 3], ['https://www.cfcindia.org/article/gods-perfect-plan-for-those-who-have-failed', 11.498289950212921, 1], ['https://www.cfcindia.org/article/gods-blessing-or-gods-approval', 10.57442180256457, 2], ['https://www.cfcindia.org/article/counterfeit-revival', 10.917191505329969, 1], ['https://www.cfcindia.org/article/pray-and-dont-lose-heart', 11.603618174520243, 1]]"
barnea,"[['https://www.cfcindia.org/wftw/the-majority-is-usually-wrong', 9.997132723177856, 1], ['https://www.cfcindia.org/wftw/speak-the-language-of-faith', 10.239537817013245, 1], ['https://www.cfcindia.org/wftw/rebellion-against-god', 10.044531614427184, 1], ['https://www.cfcindia.org/wftw/it-is-dangerous-to-follow-the-majority', 10.177195995542691, 1], ['https://www.cfcindia.org/wftw/learn-to-identify-those-whom-god-supports', 10.016207665977852, 1]]"
pakistan,"[['https://www.cfcindia.org/wftw/overcoming-satan-through-praise', 9.184555517371622, 1]]"
bondages,"[['https://www.cfcindia.org/wftw/amazing-truths-from-the-last-page-of-the-bible', 9.600122047433329, 1]]"
cherith,"[['https://www.cfcindia.org/wftw/trust-in-the-lord-alone-for-all-your-needs', 12.514625852215264, 1], ['https://www.cfcindia.org/wftw/a-wonderful-example-of-a-true-prophet', 13.156104367764684, 1], ['https://www.cfcindia.org/wftw/a-wonderful-example-of-a-true-prophet', 8.82384322034106, 1], ['https://www.cfcindia.org/wftw/god-helps-those-who-are-weak', 8.981618951969075, 2]]"
sword,"[['https://www.cfcindia.org/wftw/destroy-satans-fortresses-in-your-mind', 8.167521097189823, 3], ['https://www.cfcindia.org/wftw/destroy-satans-fortresses-in-your-mind', 7.6731480172580655, 3], ['https://www.cfcindia.org/wftw/recognise-the-anointing-of-god-upon-younger-brothers', 7.58120560073346, 2], ['https://www.cfcindia.org/wftw/victory-in-private-and-in-public', 7.829821268703582, 3], ['https://www.cfcindia.org/wftw/nine-effects-of-the-word-of-god', 8.565206916225788, 3], ['https://www.cfcindia.org/wftw/humbling-oneself', 11.835311287511283, 1]]"
firstborn,"[['https://www.cfcindia.org/wftw/allknowing-almighty-power-of-our-god-and-father', 9.478850388327805, 2]]"
paltry,"[['https://www.cfcindia.org/wftw/satan-has-power-over-those-who-do-not-forgive-others', 10.993727285379423, 1]]"
sundays,"[['https://www.cfcindia.org/wftw/pauls-example-in-serving-the-lord', 7.947148827993087, 1], ['https://www.cfcindia.org/wftw/characteristics-of-the-antichrist-man-of-sin-series-1', 9.232718672737525, 1]]"
exodus,"[['https://www.cfcindia.org/wftw/the-majority-is-usually-wrong', 10.62394347340954, 1], ['https://www.cfcindia.org/wftw/allowing-god-to-break-us', 10.456161203932025, 2], ['https://www.cfcindia.org/wftw/speak-the-language-of-faith', 9.589329578787327, 1], ['https://www.cfcindia.org/wftw/build-your-home-as-a-sanctuary-for-god', 10.81480200276204, 1], ['https://www.cfcindia.org/wftw/holiness-and-health', 10.93426474226632, 1], ['https://www.cfcindia.org/wftw/the-holy-spirit-transforms-us-from-glory-to-glory', 10.673492379612581, 1], ['https://www.cfcindia.org/wftw/how-to-identify-a-newcovenant-church', 10.223551567262673, 1], ['https://www.cfcindia.org/wftw/rebellion-against-god', 9.029996055373687, 8], ['https://www.cfcindia.org/wftw/do-not-lead-us-into-temptation-but-deliver-us-from-evil-matthew-613', 11.780874251991293, 1], ['https://www.cfcindia.org/wftw/look-forward-to-a-wonderful-year-in-christ', 10.453034300759596, 1], ['https://www.cfcindia.org/wftw/god-dwells-in-a-home-where-there-is-peace-humility-and-holiness', 10.493748736171764, 2], ['https://www.cfcindia.org/wftw/jesus-has-done-all-things-well', 10.406651824648595, 1], ['https://www.cfcindia.org/wftw/it-is-dangerous-to-follow-the-majority', 9.649283843888488, 1], ['https://www.cfcindia.org/wftw/learn-to-identify-those-whom-god-supports', 9.708353865408977, 1], ['https://www.cfcindia.org/wftw/faithfulness-of-moses', 10.926265093842696, 1]]"
north,"[['https://www.cfcindia.org/wftw/your-life-can-be-like-a-watered-garden-isaiah-5811', 10.906791653298674, 3], ['https://www.cfcindia.org/wftw/jesus-ever-lives-to-make-intercession-for-us-hebrews-725', 17.551985925074618, 1], ['https://www.cfcindia.org/wftw/having-an-intimate-relationship-with-the-lord', 11.027721449459, 2], ['https://www.cfcindia.org/wftw/an-intimate-relationship-with-the-lord', 11.114572258277908, 2]]"
top,"[['https://www.cfcindia.org/wftw/two-important-exhortations', 12.463360240449596, 1], ['https://www.cfcindia.org/wftw/jacob-worshipped-leaning-upon-the-top-of-his-staff', 12.323353569378378, 1], ['https://www.cfcindia.org/wftw/jesus-tempted-as-we-are', 6.745752659000975, 1], ['https://www.cfcindia.org/wftw/salvation-from-selfcentredness', 18.13255408765519, 1]]"
peace,"[['https://www.cfcindia.org/wftw/the-importance-of-humility-and-unity', 7.435700821142467, 3], ['https://www.cfcindia.org/wftw/the-importance-of-humility-and-unity', 10.315783355622784, 3], ['https://www.cfcindia.org/wftw/hope-and-joy', 16.56062736076172, 1], ['https://www.cfcindia.org/wftw/two-important-exhortations', 7.694834909547818, 1], ['https://www.cfcindia.org/wftw/god-honoured-phinehas-for-his-zeal', 7.062767044575221, 4], ['https://www.cfcindia.org/wftw/tips-to-overcome-sin', 7.518739030711179, 1], ['https://www.cfcindia.org/wftw/humility-and-unity-in-the-body-of-christ', 7.320412382809166, 6], ['https://www.cfcindia.org/wftw/behold-the-glory-of-jesus-from-the-book-of-isaiah', 7.470487630804726, 1], ['https://www.cfcindia.org/wftw/preserve-the-unity-of-the-spirit-in-your-marriage-and-in-the-church', 7.560841924448707, 6], ['https://www.cfcindia.org/wftw/let-the-peace-of-christ-be-your-referee', 13.558263305988874, 5], ['https://www.cfcindia.org/wftw/let-the-peace-of-christ-be-your-referee', 14.524134416832036, 5], ['https://www.cfcindia.org/wftw/seven-qualities-of-true-servants-of-god', 12.452944265289814, 1], ['https://www.cfcindia.org/wftw/freedom-from-perpetual-backsliding', 7.619326728965226, 1], ['https://www.cfcindia.org/wftw/god-dwells-in-a-home-where-there-is-peace', 9.507272643749266, 10], ['https://www.cfcindia.org/wftw/god-dwells-in-a-home-where-there-is-peace', 7.118951712800055, 10], ['https://www.cfcindia.org/wftw/the-glory-of-a-true-servant-of-god', 8.148665766222965, 1], ['https://www.cfcindia.org/wftw/amazing-effects-of-the-word-of-god-over-our-lives', 7.484520272719779, 1], ['https://www.cfcindia.org/wftw/you-need-not-be-a-backslider', 12.803097685655697, 1], ['https://www.cfcindia.org/wftw/redemption-and-victory', 8.933115760402927, 2], ['https://www.cfcindia.org/wftw/building-gods-house-with-wisdom', 7.331757673623494, 1], ['https://www.cfcindia.org/wftw/love-the-basis-of-all-gods-dealings-with-man', 7.462458361208009, 1], ['https://www.cfcindia.org/wftw/progressive-sanctification', 12.243271527687805, 1]]"
axe,"[['https://www.cfcindia.org/wftw/why-did-christ-die', 11.077770794293324, 1]]"
hospitals,"[['https://www.cfcindia.org/wftw/a-cure-for-our-imbalance', 11.772344645866651, 1]]"
operation,"[['https://www.cfcindia.org/wftw/an-interesting-example-of-bodyministry-in-the-old-testament', 7.417220139468917, 1], ['https://www.cfcindia.org/wftw/the-holy-spirit-and-gods-word', 12.138212846309145, 2]]"
avoid,"[['https://www.cfcindia.org/wftw/discernment-discipline', 10.11396225770332, 2]]"
valley,"[['https://www.cfcindia.org/wftw/new-covenant-treasures-from-the-book-of-ezekiel', 11.264327161789028, 1], ['https://www.cfcindia.org/wftw/calvary-always-precedes-pentecost', 7.949250916198533, 1], ['https://www.cfcindia.org/wftw/the-lord-loves-us-despite-all-our-limitations', 6.746316292260959, 3], ['https://www.cfcindia.org/wftw/what-type-of-relationship-do-you-have-with-the-lord', 8.57133706871335, 2], ['https://www.cfcindia.org/wftw/the-spirit-of-praise-and-holiness', 8.246956966850139, 1], ['https://www.cfcindia.org/wftw/the-new-covenant-life-and-the-new-covenant-church', 8.177876373795872, 1], ['https://www.cfcindia.org/wftw/the-importance-of-the-church', 8.274957405752076, 1], ['https://www.cfcindia.org/wftw/effective-prophetic-ministry-through-suffering', 13.027632398847217, 1], ['https://www.cfcindia.org/wftw/praising-the-lord-in-faith', 8.38036089718052, 1], ['https://www.cfcindia.org/wftw/people-go-astray-when-leaders-go-astray', 8.258931452443443, 1], ['https://www.cfcindia.org/article/repent-of-worldliness-and-be-baptized-in-the-holy-spirit', 7.8317358711711424, 1]]"
